"Client","Beneficiary Name","Transaction #","Bank Confirmaton ID","Transaction ID","Destination Currency","Destination Amount","Local Conversion Currency","Batch","Status","USD Value","Uploaded Date","Stage_2_Approved","Compliance Cleared","PG_PROCESSING","MANUAL_PG","SENT_TO_BANK","Error-Sub Status","Error Description","Paid","Returned","Cancelled"
"Aseem Label","PairTest","CX26","PY10116439","","GBP","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",130.29,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX25","PY10116438","","GBP","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",130.29,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX24","PY10116437","","GBP","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",130.29,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX23","PY10116436","","GBP","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",130.29,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX22","PY10116435","","GBP","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",130.29,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX21","PY10116434","","GBP","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",130.29,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX20","PY10116433","","GBP","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",130.29,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX19","PY10116432","","GBP","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",130.29,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX17","PY10116430","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX16","PY10116429","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX15","PY10116428","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX14","PY10116427","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX13","PY10116426","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:30","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX12","PY10116425","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX11","PY10116424","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX10","PY10116423","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX9","PY10116422","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX8","PY10116421","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX7","PY10116420","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX6","PY10116419","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX5","PY10116418","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX4","PY10116417","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX3","PY10116416","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX2","PY10116415","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX1","PY10116414","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:49:29","25/07/2017 10:49:55","","","","",,,"","",""
"Aseem Label","PairTest","CX98","PY10116511","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX97","PY10116510","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX96","PY10116509","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX95","PY10116508","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX94","PY10116507","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX93","PY10116506","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX92","PY10116505","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX91","PY10116504","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX90","PY10116503","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX89","PY10116502","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX88","PY10116501","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX87","PY10116500","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX86","PY10116499","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX85","PY10116498","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX84","PY10116497","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX83","PY10116496","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",116.52,"25/07/2017 10:49:31","25/07/2017 10:49:55","","","","",,"Insufficient Balance.","","",""
"Aseem Label","PairTest","CX66","PY10116479","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX65","PY10116478","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX64","PY10116477","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX63","PY10116476","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX62","PY10116475","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX61","PY10116474","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX60","PY10116473","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX59","PY10116472","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX58","PY10116471","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX57","PY10116470","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX56","PY10116469","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX55","PY10116468","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX54","PY10116467","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX53","PY10116466","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX52","PY10116465","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX51","PY10116464","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX50","PY10116463","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX49","PY10116462","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX48","PY10116461","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX47","PY10116460","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX46","PY10116459","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX45","PY10116458","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX44","PY10116457","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX43","PY10116456","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX42","PY10116455","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX41","PY10116454","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX40","PY10116453","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX39","PY10116452","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX38","PY10116451","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX37","PY10116450","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX36","PY10116449","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX35","PY10116448","","SGD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CX18","PY10116431","","GBP","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:49:30","","","","","","DATA ERROR","Validation Error: SORT CODE is required in routing code for GBP payments in UK.<br>","","",""
"Aseem Label","PairTest","CC_T_17","PY10116332","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_16","PY10116331","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_15","PY10116330","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_14","PY10116329","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_13","PY10116328","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_12","PY10116327","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_11","PY10116326","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_10","PY10116325","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_09","PY10116324","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_08","PY10116323","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_07","PY10116322","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_06","PY10116321","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_05","PY10116320","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_04","PY10116319","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_03","PY10116318","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_02","PY10116317","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_01","PY10116316","","AUD","100.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",79.25,"25/07/2017 10:47:17","25/07/2017 10:47:35","","","","",,,"","",""
"Aseem Label","PairTest","CC_T_98","PY10116413","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_98, already under process.","","",""
"Aseem Label","PairTest","CC_T_97","PY10116412","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_97, already under process.","","",""
"Aseem Label","PairTest","CC_T_96","PY10116411","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_96, already under process.","","",""
"Aseem Label","PairTest","CC_T_95","PY10116410","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_95, already under process.","","",""
"Aseem Label","PairTest","CC_T_94","PY10116409","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_94, already under process.","","",""
"Aseem Label","PairTest","CC_T_93","PY10116408","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_93, already under process.","","",""
"Aseem Label","PairTest","CC_T_92","PY10116407","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_92, already under process.","","",""
"Aseem Label","PairTest","CC_T_91","PY10116406","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_91, already under process.","","",""
"Aseem Label","PairTest","CC_T_90","PY10116405","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_90, already under process.","","",""
"Aseem Label","PairTest","CC_T_89","PY10116404","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_89, already under process.","","",""
"Aseem Label","PairTest","CC_T_88","PY10116403","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_88, already under process.","","",""
"Aseem Label","PairTest","CC_T_87","PY10116402","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_87, already under process.","","",""
"Aseem Label","PairTest","CC_T_86","PY10116401","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_86, already under process.","","",""
"Aseem Label","PairTest","CC_T_85","PY10116400","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_85, already under process.","","",""
"Aseem Label","PairTest","CC_T_84","PY10116399","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_84, already under process.","","",""
"Aseem Label","PairTest","CC_T_83","PY10116398","","EUR","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_83, already under process.","","",""
"Aseem Label","PairTest","CC_T_82","PY10116397","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_82, already under process.","","",""
"Aseem Label","PairTest","CC_T_81","PY10116396","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_81, already under process.","","",""
"Aseem Label","PairTest","CC_T_80","PY10116395","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_80, already under process.","","",""
"Aseem Label","PairTest","CC_T_79","PY10116394","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_79, already under process.","","",""
"Aseem Label","PairTest","CC_T_78","PY10116393","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_78, already under process.","","",""
"Aseem Label","PairTest","CC_T_77","PY10116392","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_77, already under process.","","",""
"Aseem Label","PairTest","CC_T_76","PY10116391","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_76, already under process.","","",""
"Aseem Label","PairTest","CC_T_75","PY10116390","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_75, already under process.","","",""
"Aseem Label","PairTest","CC_T_74","PY10116389","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_74, already under process.","","",""
"Aseem Label","PairTest","CC_T_73","PY10116388","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_73, already under process.","","",""
"Aseem Label","PairTest","CC_T_72","PY10116387","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_72, already under process.","","",""
"Aseem Label","PairTest","CC_T_71","PY10116386","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_71, already under process.","","",""
"Aseem Label","PairTest","CC_T_70","PY10116385","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_70, already under process.","","",""
"Aseem Label","PairTest","CC_T_69","PY10116384","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_69, already under process.","","",""
"Aseem Label","PairTest","CC_T_68","PY10116383","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_68, already under process.","","",""
"Aseem Label","PairTest","CC_T_67","PY10116382","","USD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: Transaction with number CC_T_67, already under process.","","",""
"Aseem Label","PairTest","CC_T_66","PY10116381","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CC_T_65","PY10116380","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CC_T_64","PY10116379","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CC_T_63","PY10116378","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CC_T_62","PY10116377","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
"Aseem Label","PairTest","CC_T_61","PY10116376","","HKD","100.00","","batch_format_CC Pair Test-1.xlsx","Error",,"25/07/2017 10:47:18","","","","","","DATA ERROR","Validation Error: No Default Account found for ","","",""
